Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,734232,-,-,-,29.77,-95.38,-6,15,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2020,1,1,22,30,0,0,0,0,0,0,8,15.100000000000001,153.41,0,0.15,1.7000000000000002,4.9,118,100,15.100000000000001,1006,0.0000,0.0000,N/A
2020,1,1,23,30,0,0,0,0,0,0,8,15.200000000000001,165.92000000000002,0,0.15,1.4000000000000001,5,113,100,15.200000000000001,1005,0.0000,0.0000,N/A
2020,1,2,0,30,0,0,0,0,0,0,4,15.3,173.11,0,0.15,1.2000000000000002,4.9,216,100,15.3,1004,0.0000,0.0000,N/A
2020,1,2,1,30,0,0,0,0,0,0,4,15.4,163.99,0,0.15,1.2000000000000002,4.800000000000001,309,100,15.4,1004,0.0000,0.0000,N/A
2020,1,2,2,30,0,0,0,0,0,0,4,15.3,151.32,0,0.15,1.3,4.7,300,100,15.3,1004,0.0000,0.0000,N/A
2020,1,2,3,30,0,0,0,0,0,0,8,15,138.32,0,0.15,1.3,4.7,311,100,15,1004,0.0000,0.0000,N/A
2020,1,2,4,30,0,0,0,0,0,0,4,14.600000000000001,125.36,0,0.15,1.1,4.7,336,100,14.600000000000001,1003,0.0000,0.0000,N/A
2020,1,2,5,30,0,0,0,0,0,0,4,14.200000000000001,112.61,0,0.15,0.8,4.7,192,100,14.200000000000001,1003,0.0000,0.0000,N/A
2020,1,2,6,30,0,0,0,0,0,0,4,13.9,100.2,0,0.15,0.6000000000000001,4.7,49,98.76,14.100000000000001,1003,0.0000,0.0000,N/A
2020,1,2,7,30,3,0,3,16,79,19,4,13.8,88.02,86,0.15,0.6000000000000001,4.7,85,96.94,14.3,1004,0.0000,0.0000,N/A
2020,1,2,8,30,26,0,26,67,441,165,4,14.100000000000001,77.2,89,0.15,1,4.7,113,94.75,14.9,1004,1.2499,0.9567,N/A
2020,1,2,9,30,31,0,31,99,607,332,4,14.4,67.42,0,0.15,1.6,4.7,140,92.82000000000001,15.600000000000001,1004,1.6226,1.2602,N/A
2020,1,2,10,30,34,0,34,120,686,468,4,15.100000000000001,59.5,0,0.15,2.1,4.7,172,91.28,16.5,1003,1.8799,1.4687,N/A
2020,1,2,11,30,52,0,52,136,715,553,4,15.700000000000001,54.31,0,0.15,2.6,4.7,204,91.13,17.2,1002,2.9519,2.3116,N/A
2020,1,2,12,30,71,0,71,141,724,580,4,16.3,52.660000000000004,0,0.15,2.9000000000000004,4.6000000000000005,227,90.93,17.8,1002,4.0593,3.1806,N/A
2020,1,2,13,30,66,0,66,131,724,547,8,16.6,54.89,0,0.15,2.7,4.4,240,91.67,18,1001,3.7368,2.9256,N/A
2020,1,2,14,30,76,0,76,113,696,455,8,16.8,60.550000000000004,0,0.15,2.2,4.2,242,92.65,18,1001,4.1763,3.2608,N/A
2020,1,2,15,30,30,0,30,89,623,314,4,16.900000000000002,68.8,4,0.15,1.6,4,236,94.75,17.8,1001,1.5521,1.2037,N/A
2020,1,2,16,30,30,0,30,58,447,145,4,16.900000000000002,78.8,100,0.15,1.1,3.9000000000000004,220,100,16.900000000000002,1001,1.4314,1.0925,N/A
2020,1,2,17,30,2,0,2,9,47,9,4,16.400000000000002,89.60000000000001,57,0.15,0.9,3.8000000000000003,210,100,16.400000000000002,1002,0.0000,0.0000,N/A
2020,1,2,18,30,0,0,0,0,0,0,7,16.1,102.05,0,0.15,1.1,3.7,183,100,16.1,1003,0.0000,0.0000,N/A
2020,1,2,19,30,0,0,0,0,0,0,7,16.1,114.52,0,0.15,1.3,3.5,171,100,16.1,1003,0.0000,0.0000,N/A
2020,1,2,20,30,0,0,0,0,0,0,7,15.9,127.32000000000001,0,0.15,1.4000000000000001,3.2,169,100,15.9,1003,0.0000,0.0000,N/A
2020,1,2,21,30,0,0,0,0,0,0,7,15.600000000000001,140.3,0,0.15,1.3,2.9000000000000004,176,100,15.600000000000001,1004,0.0000,0.0000,N/A
2020,1,2,22,30,0,0,0,0,0,0,7,15,153.28,0,0.15,1.2000000000000002,2.7,190,100,15,1004,0.0000,0.0000,N/A
2020,1,2,23,30,0,0,0,0,0,0,7,14.5,165.78,0,0.15,1,2.6,213,100,14.5,1004,0.0000,0.0000,N/A
2020,1,3,0,30,0,0,0,0,0,0,7,14.100000000000001,173.04,0,0.15,1,2.6,238,100,14.100000000000001,1005,0.0000,0.0000,N/A
2020,1,3,1,30,0,0,0,0,0,0,3,13.600000000000001,164.04,0,0.15,0.9,2.6,257,100,13.600000000000001,1005,0.0000,0.0000,N/A
2020,1,3,2,30,0,0,0,0,0,0,8,13,151.39000000000001,0,0.15,0.9,2.5,269,100,13,1005,0.0000,0.0000,N/A
2020,1,3,3,30,0,0,0,0,0,0,4,12.600000000000001,138.39000000000001,0,0.15,0.9,2.4000000000000004,276,100,12.600000000000001,1005,0.0000,0.0000,N/A
2020,1,3,4,30,0,0,0,0,0,0,4,12.200000000000001,125.43,0,0.15,0.9,2.3000000000000003,279,100,12.200000000000001,1006,0.0000,0.0000,N/A
2020,1,3,5,30,0,0,0,0,0,0,4,11.700000000000001,112.67,0,0.15,0.9,2.2,283,100,11.700000000000001,1007,0.0000,0.0000,N/A
2020,1,3,6,30,0,0,0,0,0,0,8,11.4,100.25,0,0.15,1.1,2.1,288,100,11.4,1008,0.0000,0.0000,N/A
2020,1,3,7,30,8,2,8,18,159,23,4,11.700000000000001,88.06,86,0.15,1.9000000000000001,2,293,97.10000000000001,12.100000000000001,1009,0.0000,0.0000,N/A
2020,1,3,8,30,75,267,134,53,608,187,7,12.4,77.22,54,0.15,2.5,1.9000000000000001,296,92.92,13.5,1010,6.4409,4.9296,N/A
2020,1,3,9,30,141,261,241,70,776,368,7,12.5,67.42,0,0.15,2.6,1.9000000000000001,301,84.07000000000001,15.200000000000001,1011,12.6142,9.7968,N/A
2020,1,3,10,30,126,670,466,80,858,516,0,11.600000000000001,59.47,0,0.15,2.7,1.8,305,69.76,17.2,1011,25.7701,20.1332,N/A
2020,1,3,11,30,190,547,510,83,902,610,7,10.5,54.25,0,0.15,2.7,1.8,302,57.77,19,1010,28.9593,22.6780,N/A
2020,1,3,12,30,147,711,579,83,922,643,0,9.1,52.57,0,0.15,3,1.6,298,49.300000000000004,20.1,1010,33.1157,25.9483,N/A
2020,1,3,13,30,100,846,588,79,916,608,0,8.5,54.76,0,0.15,3.3000000000000003,1.5,301,46.47,20.3,1010,33.3115,26.0811,N/A
2020,1,3,14,30,77,870,507,77,870,507,0,8.200000000000001,60.410000000000004,0,0.15,3.5,1.4000000000000001,308,47.27,19.700000000000003,1010,27.8837,21.7730,N/A
2020,1,3,15,30,71,763,349,71,763,349,0,8.200000000000001,68.66,0,0.15,3.3000000000000003,1.4000000000000001,315,51.64,18.3,1011,18.0780,14.0217,N/A
2020,1,3,16,30,56,533,161,56,533,161,0,8.9,78.65,0,0.15,2.5,1.5,318,63.89,15.700000000000001,1012,7.6850,5.8671,N/A
2020,1,3,17,30,9,58,10,9,58,10,0,9.5,89.47,0,0.15,2,1.5,318,73.76,14.100000000000001,1013,0.0000,0.0000,N/A
2020,1,3,18,30,0,0,0,0,0,0,0,9.3,101.91,0,0.15,2.2,1.6,320,80.96000000000001,12.5,1015,0.0000,0.0000,N/A
2020,1,3,19,30,0,0,0,0,0,0,0,9.200000000000001,114.39,0,0.15,2.3000000000000003,1.5,320,84.13,11.8,1017,0.0000,0.0000,N/A
2020,1,3,20,30,0,0,0,0,0,0,0,9,127.19,0,0.15,2.4000000000000004,1.5,320,86.98,11.100000000000001,1018,0.0000,0.0000,N/A
2020,1,3,21,30,0,0,0,0,0,0,0,8.5,140.16,0,0.15,2.5,1.3,320,87.57000000000001,10.5,1019,0.0000,0.0000,N/A
2020,1,3,22,30,0,0,0,0,0,0,0,7.800000000000001,153.14000000000001,0,0.15,2.4000000000000004,1.2000000000000002,320,87.08,9.8,1019,0.0000,0.0000,N/A
2020,1,3,23,30,0,0,0,0,0,0,0,7,165.63,0,0.15,2.4000000000000004,1.1,319,86.58,9.1,1020,0.0000,0.0000,N/A
2020,1,4,0,30,0,0,0,0,0,0,0,6.300000000000001,172.95000000000002,0,0.15,2.3000000000000003,1.1,320,86.88,8.4,1020,0.0000,0.0000,N/A
2020,1,4,1,30,0,0,0,0,0,0,0,5.9,164.08,0,0.15,2.3000000000000003,1,323,87.58,7.800000000000001,1021,0.0000,0.0000,N/A
2020,1,4,2,30,0,0,0,0,0,0,0,5.5,151.46,0,0.15,2.3000000000000003,0.9,328,88.17,7.300000000000001,1021,0.0000,0.0000,N/A
2020,1,4,3,30,0,0,0,0,0,0,0,5.1000000000000005,138.46,0,0.15,2.2,0.8,331,91.06,6.5,1021,0.0000,0.0000,N/A
2020,1,4,4,30,0,0,0,0,0,0,0,4.9,125.49000000000001,0,0.15,1.9000000000000001,0.7000000000000001,332,93.62,5.800000000000001,1022,0.0000,0.0000,N/A
2020,1,4,5,30,0,0,0,0,0,0,0,4.6000000000000005,112.72,0,0.15,1.7000000000000002,0.7000000000000001,333,96.55,5.1000000000000005,1023,0.0000,0.0000,N/A
2020,1,4,6,30,0,0,0,0,0,0,0,4.4,100.29,0,0.15,1.6,0.8,331,96.58,4.9,1024,0.0000,0.0000,N/A
2020,1,4,7,30,18,247,26,18,247,26,0,4.4,88.08,0,0.15,1.9000000000000001,0.8,327,87.09,6.4,1025,0.0000,0.0000,N/A
2020,1,4,8,30,43,711,200,43,711,200,0,4.7,77.23,0,0.15,1.8,0.9,316,73.33,9.200000000000001,1026,9.6127,7.3571,N/A
2020,1,4,9,30,55,865,387,55,865,387,0,5.4,67.41,0,0.15,1.5,0.9,308,61.2,12.700000000000001,1026,20.2577,15.7333,N/A
2020,1,4,10,30,62,934,537,62,934,537,0,5,59.44,0,0.15,1.8,0.9,314,47.82,16.1,1026,29.7015,23.2051,N/A
2020,1,4,11,30,67,962,630,67,962,630,0,3.4000000000000004,54.18,0,0.15,2.3000000000000003,1,314,37.69,18,1025,35.7845,28.0235,N/A
2020,1,4,12,30,70,969,660,70,969,660,0,3.5,52.46,0,0.15,2.5,1,310,35.94,18.900000000000002,1024,37.7656,29.5928,N/A
2020,1,4,13,30,69,957,623,69,957,623,0,3.7,54.64,0,0.15,2.5,1,310,35.56,19.3,1024,35.3136,27.6500,N/A
2020,1,4,14,30,65,920,521,65,920,521,0,3.9000000000000004,60.27,0,0.15,2.2,1,311,36.08,19.3,1023,28.6776,22.3948,N/A
2020,1,4,15,30,57,842,365,57,842,365,0,4.5,68.51,0,0.15,1.4000000000000001,1,309,40.300000000000004,18.2,1023,18.9310,14.6858,N/A
2020,1,4,16,30,42,670,175,42,670,175,0,9.200000000000001,78.51,0,0.15,0.9,1,308,61.83,16.6,1024,8.3571,6.3817,N/A
2020,1,4,17,30,11,131,13,11,131,13,0,5.6000000000000005,89.34,0,0.15,0.8,1,307,51.11,15.700000000000001,1024,0.0000,0.0000,N/A
2020,1,4,18,30,0,0,0,0,0,0,0,4,101.77,0,0.15,0.7000000000000001,1,246,47.33,15.100000000000001,1025,0.0000,0.0000,N/A
2020,1,4,19,30,0,0,0,0,0,0,0,3.9000000000000004,114.25,0,0.15,0.9,0.9,199,52.27,13.5,1025,0.0000,0.0000,N/A
2020,1,4,20,30,0,0,0,0,0,0,0,4.4,127.05,0,0.15,1.3,0.9,196,61.52,11.5,1025,0.0000,0.0000,N/A
2020,1,4,21,30,0,0,0,0,0,0,0,4.7,140.03,0,0.15,1.6,0.9,202,70.76,9.8,1026,0.0000,0.0000,N/A
2020,1,4,22,30,0,0,0,0,0,0,0,5,153.01,0,0.15,1.7000000000000002,1,209,76.79,8.9,1026,0.0000,0.0000,N/A
2020,1,4,23,30,0,0,0,0,0,0,0,5.4,165.49,0,0.15,1.7000000000000002,1,212,81.52,8.4,1026,0.0000,0.0000,N/A
2020,1,5,0,30,0,0,0,0,0,0,0,5.9,172.86,0,0.15,1.6,1,213,87.32000000000001,7.9,1026,0.0000,0.0000,N/A
2020,1,5,1,30,0,0,0,0,0,0,0,6.4,164.12,0,0.15,1.5,1,215,93.27,7.4,1025,0.0000,0.0000,N/A
2020,1,5,2,30,0,0,0,0,0,0,0,6.800000000000001,151.52,0,0.15,1.4000000000000001,1,218,98.2,7.1000000000000005,1025,0.0000,0.0000,N/A
2020,1,5,3,30,0,0,0,0,0,0,0,6.800000000000001,138.52,0,0.15,1.3,1,223,100,6.800000000000001,1025,0.0000,0.0000,N/A
2020,1,5,4,30,0,0,0,0,0,0,0,6.6000000000000005,125.55,0,0.15,1.2000000000000002,1,228,100,6.6000000000000005,1025,0.0000,0.0000,N/A
2020,1,5,5,30,0,0,0,0,0,0,0,6.4,112.77,0,0.15,1.2000000000000002,0.9,233,100,6.4,1025,0.0000,0.0000,N/A
2020,1,5,6,30,0,0,0,0,0,0,0,6.4,100.33,0,0.15,1.2000000000000002,0.9,237,100,6.4,1026,0.0000,0.0000,N/A
2020,1,5,7,30,18,223,25,18,223,25,0,7.300000000000001,88.10000000000001,0,0.15,1.5,0.9,238,93.18,8.3,1026,0.0000,0.0000,N/A
2020,1,5,8,30,45,701,200,45,701,200,0,7.800000000000001,77.24,0,0.15,1.9000000000000001,0.9,229,78.34,11.4,1027,9.6121,7.3565,N/A
2020,1,5,9,30,57,860,388,57,860,388,0,8.5,67.39,0,0.15,2.3000000000000003,0.9,220,66.19,14.700000000000001,1027,20.3134,15.7769,N/A
2020,1,5,10,30,64,933,539,64,933,539,0,8.200000000000001,59.39,0,0.15,3.1,0.9,218,53.27,17.8,1026,29.8207,23.2987,N/A
2020,1,5,11,30,70,962,634,70,962,634,0,7.4,54.1,0,0.15,3.4000000000000004,1,218,44.56,19.8,1024,36.0245,28.2123,N/A
2020,1,5,12,30,74,965,663,74,965,663,0,7.300000000000001,52.35,0,0.15,3.4000000000000004,1,217,41.65,20.8,1023,37.9543,29.7418,N/A
2020,1,5,13,30,73,951,625,73,951,625,0,7.5,54.5,0,0.15,3.3000000000000003,1,217,41.2,21.200000000000003,1022,35.4495,27.7578,N/A
2020,1,5,14,30,70,903,520,70,903,520,0,7.800000000000001,60.120000000000005,0,0.15,3,1.1,216,42.660000000000004,21,1021,28.6480,22.3735,N/A
2020,1,5,15,30,64,813,364,64,813,364,0,8.6,68.36,0,0.15,2.3000000000000003,1.1,211,48.910000000000004,19.6,1021,18.9033,14.6667,N/A
2020,1,5,16,30,47,627,174,47,627,174,0,11.100000000000001,78.36,0,0.15,1.6,1.1,204,70.62,16.5,1021,8.3140,6.3503,N/A
2020,1,5,17,30,12,107,13,12,107,13,0,10.5,89.21000000000001,0,0.15,1.5,1.1,201,77.05,14.5,1021,0.0000,0.0000,N/A
2020,1,5,18,30,0,0,0,0,0,0,0,10.4,101.63,0,0.15,1.8,1.1,198,82.67,13.3,1021,0.0000,0.0000,N/A
2020,1,5,19,30,0,0,0,0,0,0,0,10.8,114.11,0,0.15,1.9000000000000001,1.1,199,88.19,12.700000000000001,1021,0.0000,0.0000,N/A
2020,1,5,20,30,0,0,0,0,0,0,0,11.3,126.92,0,0.15,1.8,1.1,199,95.25,12,1021,0.0000,0.0000,N/A
2020,1,5,21,30,0,0,0,0,0,0,0,11.4,139.89000000000001,0,0.15,1.8,1.1,200,100,11.4,1021,0.0000,0.0000,N/A
2020,1,5,22,30,0,0,0,0,0,0,0,10.9,152.87,0,0.15,1.7000000000000002,1.1,200,100,10.9,1021,0.0000,0.0000,N/A
2020,1,5,23,30,0,0,0,0,0,0,0,10.5,165.34,0,0.15,1.7000000000000002,1.1,200,100,10.5,1020,0.0000,0.0000,N/A
2020,1,6,0,30,0,0,0,0,0,0,0,10.3,172.76,0,0.15,1.6,1.2000000000000002,202,100,10.3,1020,0.0000,0.0000,N/A
2020,1,6,1,30,0,0,0,0,0,0,0,10.200000000000001,164.15,0,0.15,1.6,1.2000000000000002,203,100,10.200000000000001,1020,0.0000,0.0000,N/A
2020,1,6,2,30,0,0,0,0,0,0,0,10,151.57,0,0.15,1.5,1.3,205,100,10,1019,0.0000,0.0000,N/A
2020,1,6,3,30,0,0,0,0,0,0,0,9.8,138.58,0,0.15,1.4000000000000001,1.3,211,100,9.8,1019,0.0000,0.0000,N/A
2020,1,6,4,30,0,0,0,0,0,0,0,9.600000000000001,125.61,0,0.15,1.3,1.3,220,100,9.600000000000001,1019,0.0000,0.0000,N/A
2020,1,6,5,30,0,0,0,0,0,0,0,9.5,112.82000000000001,0,0.15,1.2000000000000002,1.4000000000000001,229,100,9.5,1019,0.0000,0.0000,N/A
2020,1,6,6,30,0,0,0,0,0,0,0,9.700000000000001,100.37,0,0.15,1.1,1.4000000000000001,238,100,9.700000000000001,1019,0.0000,0.0000,N/A
2020,1,6,7,30,16,139,21,16,139,21,0,11.9,88.13,0,0.15,1.2000000000000002,1.4000000000000001,244,100,11.9,1020,0.0000,0.0000,N/A
2020,1,6,8,30,54,617,190,54,617,190,0,13,77.25,0,0.15,1.6,1.5,243,86.73,15.200000000000001,1020,9.1309,6.9881,N/A
2020,1,6,9,30,71,789,374,71,789,374,0,13.600000000000001,67.38,0,0.15,2.2,1.5,233,75.09,18.1,1020,19.5820,15.2090,N/A
2020,1,6,10,30,81,863,521,81,863,521,0,13.9,59.34,0,0.15,2.8000000000000003,1.6,223,66.08,20.400000000000002,1020,28.8330,22.5277,N/A
2020,1,6,11,30,89,887,610,84,905,616,0,13.700000000000001,54.01,0,0.15,2.9000000000000004,1.7000000000000002,220,61.22,21.5,1018,34.6746,27.1560,N/A
2020,1,6,12,30,94,878,632,81,922,646,0,13.600000000000001,52.24,0,0.15,2.8000000000000003,1.8,218,58.51,22.1,1017,36.1959,28.3649,N/A
2020,1,6,13,30,120,765,566,81,904,608,0,13.5,54.36,0,0.15,2.7,1.9000000000000001,217,57.97,22.200000000000003,1016,32.1233,25.1547,N/A
2020,1,6,14,30,172,424,384,79,856,507,2,13.600000000000001,59.97,0,0.15,2.5,1.9000000000000001,218,59.13,21.900000000000002,1015,21.1741,16.5380,N/A
2020,1,6,15,30,102,552,307,70,759,352,0,13.9,68.2,0,0.15,1.9000000000000001,2,218,64.2,20.900000000000002,1015,15.9648,12.3890,N/A
2020,1,6,16,30,68,325,134,52,571,169,7,15.3,78.21000000000001,86,0.15,1.3,2,220,79.61,18.900000000000002,1016,6.4067,4.8948,N/A
2020,1,6,17,30,9,29,9,11,86,12,0,14.700000000000001,89.09,43,0.15,1.3,2.1,221,82.06,17.8,1016,0.0000,0.0000,N/A
2020,1,6,18,30,0,0,0,0,0,0,7,14.4,101.48,0,0.15,1.3,2.1,234,85.59,16.8,1017,0.0000,0.0000,N/A
2020,1,6,19,30,0,0,0,0,0,0,7,14.200000000000001,113.97,0,0.15,1.2000000000000002,2.2,246,88.68,16.1,1018,0.0000,0.0000,N/A
2020,1,6,20,30,0,0,0,0,0,0,7,13.8,126.78,0,0.15,1.1,2.2,273,89.28,15.600000000000001,1018,0.0000,0.0000,N/A
2020,1,6,21,30,0,0,0,0,0,0,7,13.4,139.76,0,0.15,1.1,2.1,307,90.28,15,1019,0.0000,0.0000,N/A
2020,1,6,22,30,0,0,0,0,0,0,0,12.8,152.73,0,0.15,1.1,2,332,91.86,14.100000000000001,1020,0.0000,0.0000,N/A
2020,1,6,23,30,0,0,0,0,0,0,0,11.9,165.19,0,0.15,1.4000000000000001,1.7000000000000002,349,91.89,13.200000000000001,1021,0.0000,0.0000,N/A
2020,1,7,0,30,0,0,0,0,0,0,0,10.5,172.65,0,0.15,1.9000000000000001,1.5,178,86.89,12.600000000000001,1021,0.0000,0.0000,N/A
2020,1,7,1,30,0,0,0,0,0,0,0,8.700000000000001,164.18,0,0.15,2.3000000000000003,1.2000000000000002,179,80.38,12,1022,0.0000,0.0000,N/A
2020,1,7,2,30,0,0,0,0,0,0,3,7.2,151.62,0,0.15,2.5,1,356,76.14,11.3,1022,0.0000,0.0000,N/A
2020,1,7,3,30,0,0,0,0,0,0,3,6.2,138.63,0,0.15,2.6,0.8,353,74.94,10.5,1023,0.0000,0.0000,N/A
2020,1,7,4,30,0,0,0,0,0,0,0,5.7,125.66,0,0.15,2.7,0.6000000000000001,352,76.38,9.700000000000001,1023,0.0000,0.0000,N/A
2020,1,7,5,30,0,0,0,0,0,0,0,5.4,112.86,0,0.15,2.6,0.5,352,80.68,8.5,1024,0.0000,0.0000,N/A
2020,1,7,6,30,0,0,0,0,0,0,3,4.9,100.4,0,0.15,2.5,0.4,355,83.51,7.5,1025,0.0000,0.0000,N/A
2020,1,7,7,30,15,101,18,16,237,24,7,4.3,88.14,64,0.15,2.8000000000000003,0.4,357,76.59,8.200000000000001,1026,0.0000,0.0000,N/A
2020,1,7,8,30,54,600,187,42,758,209,0,3.9000000000000004,77.24,36,0.15,3.1,0.4,182,62.68,10.700000000000001,1027,8.9873,6.8783,N/A
2020,1,7,9,30,53,909,403,53,909,403,0,3.1,67.35,0,0.15,3.4000000000000004,0.4,14,48.47,13.8,1028,21.1056,16.3928,N/A
2020,1,7,10,30,60,977,559,60,977,559,0,-0.5,59.29,0,0.15,3.9000000000000004,0.4,24,31.82,16.3,1028,30.9448,24.1783,N/A
2020,1,7,11,30,67,1004,658,67,1004,658,0,-1.8,53.92,0,0.15,3.6,0.4,23,27.080000000000002,17.400000000000002,1027,37.4179,29.3055,N/A
