Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,702381,-,-,-,32.77,-96.78,-6,135,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Fill Flag,Surface Albedo,Wind Speed,Precipitable Water,Wind Direction,Relative Humidity,Temperature,Pressure,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm),
2020,1,2,7,30,1,0,1,6,54,6,8,9.700000000000001,90.18,43,0.18,3.7,2.8000000000000003,178,95.77,10.3,986,0.0000,0.0000,N/A
2020,1,2,8,30,46,19,49,43,551,139,8,10,79.92,100,0.18,4.1000000000000005,2.7,179,90.43,11.5,986,2.3361,1.7804,N/A
2020,1,2,9,30,107,22,114,59,746,309,7,10.600000000000001,70.42,0,0.18,4.7,2.7,188,85.21000000000001,13,986,5.8141,4.5000,N/A
2020,1,2,10,30,51,0,51,68,834,451,7,11,62.7,0,0.18,4.9,2.7,193,79.55,14.5,986,2.7646,2.1556,N/A
2020,1,2,11,30,85,0,85,72,877,543,6,11.200000000000001,57.54,0,0.18,5,2.7,196,74.04,15.8,985,4.7504,3.7149,N/A
2020,1,2,12,30,108,0,108,74,890,576,6,11.200000000000001,55.67,0,0.18,5,2.6,199,69.3,16.900000000000002,984,6.0924,4.7683,N/A
2020,1,2,13,30,64,0,64,73,883,548,8,11.200000000000001,57.42,0,0.18,4.6000000000000005,2.5,200,65.9,17.7,983,3.5790,2.7990,N/A
2020,1,2,14,30,95,0,95,68,846,459,4,11.3,62.47,0,0.18,4,2.4000000000000004,202,65.22,17.900000000000002,983,5.1576,4.0221,N/A
2020,1,2,15,30,32,2,33,59,762,318,4,11.600000000000001,70.11,0,0.18,2.7,2.3000000000000003,200,71.16,16.900000000000002,983,1.6877,1.3068,N/A
2020,1,2,16,30,61,7,62,43,576,147,4,12.5,79.56,100,0.18,1.7000000000000002,2.2,195,86.79,14.700000000000001,984,2.9551,2.2531,N/A
2020,1,2,17,30,2,0,2,7,65,7,4,12.200000000000001,89.86,57,0.18,1.4000000000000001,2.1,193,92.23,13.4,984,0.0000,0.0000,N/A
2020,1,2,18,30,0,0,0,0,0,0,3,11.8,101.94,0,0.18,1.4000000000000001,1.9000000000000001,196,100,11.8,985,0.0000,0.0000,N/A
2020,1,2,19,30,0,0,0,0,0,0,0,10.8,114.04,0,0.18,1.4000000000000001,1.7000000000000002,198,100,10.8,986,0.0000,0.0000,N/A
2020,1,2,20,30,0,0,0,0,0,0,0,9.8,126.47,0,0.18,1.5,1.6,204,100,9.8,986,0.0000,0.0000,N/A
2020,1,2,21,30,0,0,0,0,0,0,0,9.200000000000001,139.06,0,0.18,1.5,1.7000000000000002,217,100,9.200000000000001,987,0.0000,0.0000,N/A
2020,1,2,22,30,0,0,0,0,0,0,0,8.700000000000001,151.56,0,0.18,1.5,1.7000000000000002,233,100,8.700000000000001,987,0.0000,0.0000,N/A
2020,1,2,23,30,0,0,0,0,0,0,0,8.200000000000001,163.26,0,0.18,1.5,1.8,254,100,8.200000000000001,988,0.0000,0.0000,N/A
2020,1,3,0,30,0,0,0,0,0,0,0,7.7,170.08,0,0.18,1.5,1.8,279,100,7.7,988,0.0000,0.0000,N/A
2020,1,3,1,30,0,0,0,0,0,0,0,7.2,163.69,0,0.18,1.4000000000000001,1.8,307,100,7.2,989,0.0000,0.0000,N/A
2020,1,3,2,30,0,0,0,0,0,0,0,6.800000000000001,152.05,0,0.18,1.6,1.7000000000000002,326,100,6.800000000000001,989,0.0000,0.0000,N/A
2020,1,3,3,30,0,0,0,0,0,0,0,6.4,139.57,0,0.18,2.4000000000000004,1.6,331,100,6.4,989,0.0000,0.0000,N/A
2020,1,3,4,30,0,0,0,0,0,0,0,6.300000000000001,126.98,0,0.18,3.3000000000000003,1.6,329,100,6.300000000000001,990,0.0000,0.0000,N/A
2020,1,3,5,30,0,0,0,0,0,0,0,6.2,114.53,0,0.18,3.8000000000000003,1.7000000000000002,326,100,6.2,991,0.0000,0.0000,N/A
2020,1,3,6,30,0,0,0,0,0,0,3,6,102.4,0,0.18,4.1000000000000005,1.7000000000000002,323,99.85000000000001,6,993,0.0000,0.0000,N/A
2020,1,3,7,30,2,0,2,5,27,5,7,5.6000000000000005,90.2,43,0.18,4.5,1.7000000000000002,324,93.71000000000001,6.5,994,0.0000,0.0000,N/A
2020,1,3,8,30,59,313,114,55,454,134,0,5.5,79.94,39,0.18,5.2,1.7000000000000002,332,83.48,8.1,995,5.4352,4.1423,N/A
2020,1,3,9,30,79,679,307,79,679,307,0,5.5,70.41,0,0.18,5.6000000000000005,1.6,339,71.60000000000001,10.4,996,15.6586,12.1196,N/A
2020,1,3,10,30,92,787,453,92,787,453,0,5.7,62.67,0,0.18,5.6000000000000005,1.6,340,62.92,12.600000000000001,997,24.5610,19.1512,N/A
2020,1,3,11,30,105,813,542,100,831,547,0,5.7,57.480000000000004,0,0.18,5.6000000000000005,1.6,336,57.02,14.100000000000001,997,30.3003,23.6961,N/A
2020,1,3,12,30,104,844,581,104,844,581,0,5.2,55.58,0,0.18,5.6000000000000005,1.6,331,52.29,14.9,997,32.7892,25.6638,N/A
2020,1,3,13,30,94,853,555,94,853,555,0,4.4,57.300000000000004,0,0.18,5.800000000000001,1.5,327,49.17,15,997,31.0560,24.2891,N/A
2020,1,3,14,30,152,496,382,85,823,467,3,3.5,62.34,0,0.18,5.800000000000001,1.4000000000000001,326,47.24,14.600000000000001,998,20.7566,16.1884,N/A
2020,1,3,15,30,140,148,191,71,744,326,4,2.6,69.97,0,0.18,5.2,1.3,326,47.18,13.700000000000001,998,9.7806,7.5743,N/A
2020,1,3,16,30,47,576,153,47,576,153,0,2.3000000000000003,79.42,0,0.18,3.7,1.2000000000000002,326,53.31,11.5,1000,7.2927,5.5613,N/A
2020,1,3,17,30,9,89,9,9,89,9,0,2.9000000000000004,89.72,0,0.18,2.7,1.1,326,61.67,9.9,1000,0.0000,0.0000,N/A
2020,1,3,18,30,0,0,0,0,0,0,0,3,101.8,0,0.18,2.4000000000000004,0.9,327,70.60000000000001,8,1001,0.0000,0.0000,N/A
2020,1,3,19,30,0,0,0,0,0,0,0,2.8000000000000003,113.9,0,0.18,2.7,0.8,328,71.41,7.6000000000000005,1002,0.0000,0.0000,N/A
2020,1,3,20,30,0,0,0,0,0,0,0,2.5,126.34,0,0.18,3,0.7000000000000001,328,71.71000000000001,7.300000000000001,1003,0.0000,0.0000,N/A
2020,1,3,21,30,0,0,0,0,0,0,0,2.5,138.93,0,0.18,2.9000000000000004,0.7000000000000001,328,75.66,6.5,1004,0.0000,0.0000,N/A
2020,1,3,22,30,0,0,0,0,0,0,0,2.7,151.42000000000002,0,0.18,2.5,0.8,327,81.4,5.6000000000000005,1005,0.0000,0.0000,N/A
2020,1,3,23,30,0,0,0,0,0,0,0,2.7,163.11,0,0.18,2.1,0.9,325,86.16,4.800000000000001,1005,0.0000,0.0000,N/A
2020,1,4,0,30,0,0,0,0,0,0,0,2.6,169.98,0,0.18,1.7000000000000002,0.9,321,89.23,4.2,1005,0.0000,0.0000,N/A
2020,1,4,1,30,0,0,0,0,0,0,0,2.5,163.70000000000002,0,0.18,1.4000000000000001,0.9,313,91.55,3.7,1006,0.0000,0.0000,N/A
2020,1,4,2,30,0,0,0,0,0,0,0,2.4000000000000004,152.1,0,0.18,1.4000000000000001,0.9,302,93.64,3.3000000000000003,1006,0.0000,0.0000,N/A
2020,1,4,3,30,0,0,0,0,0,0,0,2.2,139.63,0,0.18,1.7000000000000002,1,298,93.88,3.1,1006,0.0000,0.0000,N/A
2020,1,4,4,30,0,0,0,0,0,0,0,1.9000000000000001,127.03,0,0.18,2.2,1,304,91.81,3.1,1007,0.0000,0.0000,N/A
2020,1,4,5,30,0,0,0,0,0,0,0,1.4000000000000001,114.58,0,0.18,2.4000000000000004,1,316,89.77,2.9000000000000004,1008,0.0000,0.0000,N/A
2020,1,4,6,30,0,0,0,0,0,0,0,0.8,102.44,0,0.18,2.5,1,332,87.96000000000001,2.6,1009,0.0000,0.0000,N/A
2020,1,4,7,30,7,76,6,7,76,6,0,0.5,90.84,0,0.18,2.8000000000000003,1,348,81.38,3.4000000000000004,1010,0.0000,0.0000,N/A
2020,1,4,8,30,38,633,149,38,633,149,0,0.7000000000000001,79.94,0,0.18,2.8000000000000003,1,190,70.12,5.7,1010,7.1040,5.4140,N/A
2020,1,4,9,30,53,822,329,53,822,329,0,0.6000000000000001,70.4,0,0.18,2.7,1,41,57.36,8.6,1011,16.7822,12.9894,N/A
2020,1,4,10,30,60,906,477,60,906,477,0,-1.3,62.63,0,0.18,2.5,1,64,42.18,11.100000000000001,1011,25.8691,20.1717,N/A
2020,1,4,11,30,66,944,574,66,944,574,0,-1.3,57.410000000000004,0,0.18,1.7000000000000002,1,74,37.86,12.700000000000001,1010,32.1009,25.1051,N/A
2020,1,4,12,30,68,954,609,68,954,609,0,-0.8,55.480000000000004,0,0.18,0.9,1,87,36.7,13.8,1009,34.3857,26.9145,N/A
2020,1,4,13,30,67,939,576,67,939,576,0,-0.30000000000000004,57.17,0,0.18,0.6000000000000001,1.1,157,36.300000000000004,14.5,1008,32.2526,25.2265,N/A
2020,1,4,14,30,62,902,483,62,902,483,0,0.2,62.2,0,0.18,0.7000000000000001,1.1,231,37.11,14.700000000000001,1008,26.2686,20.4892,N/A
2020,1,4,15,30,55,822,339,55,822,339,0,0.6000000000000001,69.82000000000001,0,0.18,0.5,1.1,228,39.52,14.200000000000001,1008,17.3826,13.4640,N/A
2020,1,4,16,30,41,646,161,41,646,161,0,3.6,79.27,0,0.18,0.5,1.1,158,54.65,12.5,1008,7.6749,5.8539,N/A
2020,1,4,17,30,10,120,11,10,120,11,0,2.1,89.60000000000001,0,0.18,0.7000000000000001,1.1,106,52.730000000000004,11.4,1008,0.0000,0.0000,N/A
2020,1,4,18,30,0,0,0,0,0,0,0,2.2,101.65,0,0.18,1.3,1.1,120,65.16,8.4,1008,0.0000,0.0000,N/A
2020,1,4,19,30,0,0,0,0,0,0,0,2.1,113.76,0,0.18,1.5,1.1,132,70.73,7.1000000000000005,1008,0.0000,0.0000,N/A
2020,1,4,20,30,0,0,0,0,0,0,0,1.7000000000000002,126.2,0,0.18,1.8,1,142,71.29,6.5,1008,0.0000,0.0000,N/A
2020,1,4,21,30,0,0,0,0,0,0,0,1.2000000000000002,138.79,0,0.18,2.1,1,151,70.47,6.2,1008,0.0000,0.0000,N/A
2020,1,4,22,30,0,0,0,0,0,0,0,1,151.28,0,0.18,2.4000000000000004,1,159,69.72,6.1000000000000005,1008,0.0000,0.0000,N/A
2020,1,4,23,30,0,0,0,0,0,0,0,1,162.97,0,0.18,2.7,1,166,70.69,5.9,1008,0.0000,0.0000,N/A
2020,1,5,0,30,0,0,0,0,0,0,0,1.2000000000000002,169.87,0,0.18,2.8000000000000003,1,173,73.25,5.6000000000000005,1007,0.0000,0.0000,N/A
2020,1,5,1,30,0,0,0,0,0,0,0,1.5,163.71,0,0.18,2.8000000000000003,0.9,180,77.23,5.2,1007,0.0000,0.0000,N/A
2020,1,5,2,30,0,0,0,0,0,0,0,1.9000000000000001,152.15,0,0.18,2.8000000000000003,0.9,187,81.47,4.800000000000001,1007,0.0000,0.0000,N/A
2020,1,5,3,30,0,0,0,0,0,0,0,2.2,139.68,0,0.18,2.9000000000000004,0.9,192,83.58,4.7,1006,0.0000,0.0000,N/A
2020,1,5,4,30,0,0,0,0,0,0,0,2.3000000000000003,127.08,0,0.18,3.2,0.8,195,84.42,4.7,1006,0.0000,0.0000,N/A
2020,1,5,5,30,0,0,0,0,0,0,0,2.2,114.62,0,0.18,3.7,0.8,200,82.82000000000001,4.9,1006,0.0000,0.0000,N/A
2020,1,5,6,30,0,0,0,0,0,0,0,1.8,102.48,0,0.18,4.1000000000000005,0.8,206,79.76,5,1006,0.0000,0.0000,N/A
2020,1,5,7,30,7,63,6,7,63,6,0,1,90.86,0,0.18,4.4,0.8,213,70.24,6,1006,0.0000,0.0000,N/A
2020,1,5,8,30,43,606,149,43,606,149,0,0.4,79.95,0,0.18,4.5,0.8,220,56.81,8.5,1006,7.1041,5.4140,N/A
2020,1,5,9,30,61,803,330,61,803,330,0,0.7000000000000001,70.39,0,0.18,4.7,0.8,232,45.7,12.100000000000001,1006,16.8348,13.0302,N/A
2020,1,5,10,30,70,892,481,70,892,481,0,1.2000000000000002,62.59,0,0.18,5.1000000000000005,0.8,249,37.64,15.600000000000001,1006,26.0929,20.3469,N/A
2020,1,5,11,30,72,941,580,72,941,580,0,1.2000000000000002,57.33,0,0.18,4.9,0.8,261,32.52,17.900000000000002,1005,32.4499,25.3789,N/A
2020,1,5,12,30,70,963,617,70,963,617,0,1.5,55.370000000000005,0,0.18,4.1000000000000005,0.8,273,30.85,19.1,1004,34.8555,27.2834,N/A
2020,1,5,13,30,69,953,587,69,953,587,0,1.8,57.04,0,0.18,3.5,0.8,289,30.41,19.700000000000003,1003,32.8904,25.7269,N/A
2020,1,5,14,30,68,902,491,68,902,491,0,2.2,62.050000000000004,0,0.18,3.1,0.8,310,31.78,19.400000000000002,1003,26.7297,20.8509,N/A
2020,1,5,15,30,64,794,340,64,794,340,0,2.9000000000000004,69.68,0,0.18,2.3000000000000003,0.9,331,37.39,17.6,1003,17.4556,13.5229,N/A
2020,1,5,16,30,47,605,161,47,605,161,0,6.5,79.12,0,0.18,1.7000000000000002,0.9,349,61.120000000000005,13.9,1004,7.6765,5.8564,N/A
2020,1,5,17,30,10,95,11,10,95,11,0,5.6000000000000005,89.47,0,0.18,1.8,0.9,356,65.77,11.8,1004,0.0000,0.0000,N/A
2020,1,5,18,30,0,0,0,0,0,0,0,5.1000000000000005,101.51,0,0.18,2.1,0.9,8,71.02,10.100000000000001,1005,0.0000,0.0000,N/A
2020,1,5,19,30,0,0,0,0,0,0,0,5,113.62,0,0.18,2,0.9,13,75.37,9.1,1005,0.0000,0.0000,N/A
2020,1,5,20,30,0,0,0,0,0,0,0,4.9,126.06,0,0.18,1.9000000000000001,0.9,17,79.72,8.200000000000001,1005,0.0000,0.0000,N/A
2020,1,5,21,30,0,0,0,0,0,0,0,4.9,138.65,0,0.18,1.7000000000000002,0.9,18,84.09,7.4,1004,0.0000,0.0000,N/A
2020,1,5,22,30,0,0,0,0,0,0,0,4.9,151.13,0,0.18,1.6,0.9,17,88.34,6.7,1004,0.0000,0.0000,N/A
2020,1,5,23,30,0,0,0,0,0,0,0,4.9,162.82,0,0.18,1.5,1,14,92.3,6.1000000000000005,1004,0.0000,0.0000,N/A
2020,1,6,0,30,0,0,0,0,0,0,0,5.1000000000000005,169.75,0,0.18,1.5,1,11,97.11,5.5,1004,0.0000,0.0000,N/A
2020,1,6,1,30,0,0,0,0,0,0,0,5,163.71,0,0.18,1.5,1,9,100,5,1004,0.0000,0.0000,N/A
2020,1,6,2,30,0,0,0,0,0,0,0,4.5,152.18,0,0.18,1.6,1,8,100,4.5,1003,0.0000,0.0000,N/A
2020,1,6,3,30,0,0,0,0,0,0,0,4,139.72,0,0.18,1.7000000000000002,1,7,100,4,1003,0.0000,0.0000,N/A
2020,1,6,4,30,0,0,0,0,0,0,0,3.5,127.13000000000001,0,0.18,1.6,1,6,100,3.5,1003,0.0000,0.0000,N/A
2020,1,6,5,30,0,0,0,0,0,0,0,3.2,114.66,0,0.18,1.5,1,5,100,3.2,1003,0.0000,0.0000,N/A
2020,1,6,6,30,0,0,0,0,0,0,0,3.2,102.51,0,0.18,1.4000000000000001,1,3,100,3.2,1003,0.0000,0.0000,N/A
2020,1,6,7,30,7,59,6,7,59,6,0,4.1000000000000005,90.88,4,0.18,1.6,1,177,97.44,4.5,1003,0.0000,0.0000,N/A
2020,1,6,8,30,43,589,146,43,589,146,0,4.5,79.95,0,0.18,1.6,1,342,84.98,6.800000000000001,1004,6.9610,5.3050,N/A
2020,1,6,9,30,64,769,322,60,787,325,0,5.1000000000000005,70.36,0,0.18,1.1,1.1,312,73.14,9.700000000000001,1004,16.4311,12.7183,N/A
2020,1,6,10,30,71,871,473,71,871,473,0,6.1000000000000005,62.54,0,0.18,1.5,1.2000000000000002,284,60.57,13.600000000000001,1003,25.6675,20.0158,N/A
2020,1,6,11,30,77,914,571,77,914,571,0,4.800000000000001,57.25,0,0.18,2.3000000000000003,1.2000000000000002,281,45.78,16.5,1002,31.9595,24.9964,N/A
2020,1,6,12,30,81,912,601,77,927,605,0,4.3,55.25,0,0.18,2.6,1.3,291,41.11,17.7,1001,33.9708,26.5922,N/A
2020,1,6,13,30,80,897,570,76,912,574,0,4.5,56.9,0,0.18,2.8000000000000003,1.4000000000000001,302,40.230000000000004,18.2,1001,31.9606,25.0012,N/A
2020,1,6,14,30,73,866,481,73,866,481,0,4.6000000000000005,61.9,0,0.18,3.1,1.4000000000000001,312,40.57,18.2,1001,26.2106,20.4480,N/A
2020,1,6,15,30,95,562,292,66,768,335,7,4.7,69.52,0,0.18,2.9000000000000004,1.4000000000000001,320,44.38,16.900000000000002,1001,15.0125,11.6325,N/A
2020,1,6,16,30,61,363,130,50,572,159,7,6.4,78.97,68,0.18,2.4000000000000004,1.4000000000000001,327,60.160000000000004,14,1003,6.2001,4.7311,N/A
2020,1,6,17,30,10,85,11,10,85,11,0,5.9,89.34,0,0.18,2.3000000000000003,1.4000000000000001,329,65.85,12.100000000000001,1003,0.0000,0.0000,N/A
2020,1,6,18,30,0,0,0,0,0,0,0,5,101.36,0,0.18,3,1.1,326,68.78,10.5,1005,0.0000,0.0000,N/A
2020,1,6,19,30,0,0,0,0,0,0,0,4.4,113.47,0,0.18,3.2,0.8,325,69.83,9.600000000000001,1006,0.0000,0.0000,N/A
2020,1,6,20,30,0,0,0,0,0,0,0,3.8000000000000003,125.91,0,0.18,3.2,0.6000000000000001,329,72.61,8.4,1006,0.0000,0.0000,N/A
2020,1,6,21,30,0,0,0,0,0,0,0,3.2,138.5,0,0.18,2.9000000000000004,0.5,335,75.51,7.2,1007,0.0000,0.0000,N/A
2020,1,6,22,30,0,0,0,0,0,0,0,2.5,150.99,0,0.18,2.4000000000000004,0.4,339,79.37,5.800000000000001,1007,0.0000,0.0000,N/A
2020,1,6,23,30,0,0,0,0,0,0,0,1.8,162.66,0,0.18,1.9000000000000001,0.4,339,82.13,4.6000000000000005,1008,0.0000,0.0000,N/A
2020,1,7,0,30,0,0,0,0,0,0,0,1.1,169.63,0,0.18,1.7000000000000002,0.4,333,82.76,3.8000000000000003,1008,0.0000,0.0000,N/A
2020,1,7,1,30,0,0,0,0,0,0,0,0.5,163.71,0,0.18,1.7000000000000002,0.4,325,81.8,3.3000000000000003,1009,0.0000,0.0000,N/A
2020,1,7,2,30,0,0,0,0,0,0,0,-0.1,152.22,0,0.18,2,0.4,319,80.23,3,1009,0.0000,0.0000,N/A
2020,1,7,3,30,0,0,0,0,0,0,0,-0.5,139.76,0,0.18,2.4000000000000004,0.4,315,78.39,2.9000000000000004,1010,0.0000,0.0000,N/A
2020,1,7,4,30,0,0,0,0,0,0,0,-0.9,127.17,0,0.18,2.8000000000000003,0.4,317,78.08,2.5,1010,0.0000,0.0000,N/A
2020,1,7,5,30,0,0,0,0,0,0,0,-1.4000000000000001,114.69,0,0.18,2.7,0.4,322,79.05,1.8,1010,0.0000,0.0000,N/A
2020,1,7,6,30,0,0,0,0,0,0,0,-1.9000000000000001,102.53,0,0.18,2.4000000000000004,0.4,327,80.26,1.1,1011,0.0000,0.0000,N/A
2020,1,7,7,30,8,96,7,8,96,7,0,-2.2,90.89,0,0.18,2.7,0.4,328,72.55,2.2,1011,0.0000,0.0000,N/A
2020,1,7,8,30,35,696,157,35,696,157,0,-2.3000000000000003,79.94,0,0.18,2.8000000000000003,0.4,323,60.68,4.7,1012,7.4854,5.7047,N/A
2020,1,7,9,30,50,867,342,50,867,342,0,-1.6,70.33,0,0.18,2,0.5,308,51.65,7.7,1012,17.4564,13.5124,N/A
2020,1,7,10,30,57,947,495,57,947,495,0,-0.5,62.480000000000004,0,0.18,1.2000000000000002,0.5,299,43.01,11.700000000000001,1012,26.8719,20.9559,N/A
